Fecha;VAL356CI8017-Conductividad;VAL356M003-Carga Motor;VAL356M014-Carga Motor;VAL356M015-Carga Motor;VAL356PI8026-Ind.Presi—n;VAL356PIC8025-Ind.Presi—n;VAL356TI8015-Ind.Temperatura;VAL356TIC8014-Ind.Temperatura;Estado
20-05-2007 17:38;5;74,2513917;56,5866546;37,9974974;20,618635;20,9;73,0079585;103,3518935;0
20-05-2007 19:38;5,2;72,2350685;52,079084;37,580482;20,5171891;20,7;73,3852599;104,9909313;0
20-05-2007 21:38;5,1;72,2522909;53,363233;37,8412605;20,4949241;20,5;76,8340887;106,4777731;0
20-05-2007 23:38;5;73,3394798;53,4081595;38,3462342;20,4692648;20,5;78,15806;104,5534082;0
21-05-2007 1:38;4,9;75,5237935;53,9102907;39,2021324;20,4703638;20,4;78,1128058;103,8131418;0
21-05-2007 3:38;4,9;77,0825823;53,2295673;38,4203894;20,4706796;20,5;78,0361318;105,2290431;0
21-05-2007 5:38;5,1;77,9283596;52,4347895;38,8460347;20,4802257;20,5;78,3655615;104,8201934;0
21-05-2007 7:38;5,1;77,2733421;53,1688704;38,5461189;20,4662711;20,5;78,0308108;104,3528981;0
21-05-2007 9:38;4,9;79,2323031;53,042835;38,2805078;20,5214833;20,5;77,9975238;104,40002;0
21-05-2007 11:38;4,8;82,3727796;52,8638143;38,8807058;20,4339736;20,6;78,2835927;104,1958997;0
21-05-2007 13:38;4,7;83,2427239;51,0283871;38,387941;20,1654949;20,4;77,1270714;102,4042207;0
21-05-2007 15:38;4,4;75,7797366;48,4425106;34,8318268;20,2082397;20,4;70,9510366;105,0249914;0
21-05-2007 17:38;4,7;62,722704;49,0175084;32,7026162;20,5593504;20,7;68,8391715;104,3836048;0
21-05-2007 19:38;4,8;61,2073988;52,4972475;34,2389602;20,7260451;20,8;72,5174017;106,7421462;0
21-05-2007 21:38;4,8;67,3414764;53,5869504;37,6795909;20,6155433;20,7;77,0360309;104,349795;0
21-05-2007 23:38;4,8;67,9197977;53,6292794;38,55556;20,5086062;20,6;78,4249035;104,2274658;0
22-05-2007 1:38;4,8;68,1098237;53,3703745;39,4111864;20,4891159;20,4;78,3462919;104,3243724;0
22-05-2007 3:38;5;68,4298512;53,0156362;40,1612725;20,527519;20,5;78,4343591;104,5124091;0
22-05-2007 5:38;5;67,9309755;53,5694185;40,4071352;20,5117462;20,5;78,106035;104,3504005;0
22-05-2007 7:38;4,9;68,2563135;53,8602267;40,9008847;20,5698608;20,5;78,4573112;104,5479074;0
22-05-2007 9:38;5;69,7010825;53,6717924;40,7950101;20,4628391;20,6;78,519149;104,3370557;0
22-05-2007 11:38;4,9;70,2945545;52,0896061;40,8301667;20,5721955;20,7;76,5946692;102,1969493;0
22-05-2007 13:38;4,8;68,2555819;51,5011523;39,4844354;19,4134274;19,9;72,7611735;104,3721635;0
22-05-2007 15:38;5;68,4349481;52,0786702;39,6328995;20,0301729;20,3;73,5866743;103,99569;0
22-05-2007 17:38;4,8;68,0033204;53,3603362;39,2159939;20,1996171;20,3;73,8925872;105,7471236;0
22-05-2007 19:38;4,6;67,7091109;55,8688635;39,2435655;20,3568196;20,5;77,5325028;104,9890617;0
22-05-2007 21:38;4,5;68,2294381;54,1465172;39,823787;20,3179852;20,6;77,9307032;104,1291082;0
22-05-2007 23:38;4,5;68,9925855;53,6425117;39,8606738;20,4082812;20,5;78,003669;104,8449098;0
23-05-2007 1:38;4,5;67,9803126;52,258665;38,9444268;20,4094694;20,6;78,0831536;106,0892178;0
23-05-2007 3:38;4,3;69,8876325;53,7684706;39,477244;20,441602;20,5;78,0856206;105,8163944;0
23-05-2007 5:38;4;67,9101834;53,7916923;38,9552057;20,5465281;20,6;77,902989;106,690378;0
23-05-2007 7:38;4,2;68,4100447;54,2777063;39,5055573;20,9030432;20,3;76,799701;104,9382522;0
23-05-2007 9:38;4,2;67,9248223;52,8825579;39,1214099;20,6087806;20,5;76,8888449;107,5350842;0
23-05-2007 11:38;3,8;68,7525223;53,1712633;39,2263156;20,6768906;20,6;76,9596854;104,9173171;0
23-05-2007 13:38;3,5;63,6266387;48,7284288;36,4828539;20,6329943;20,6;72,3008743;105,1843912;0
23-05-2007 15:38;3,6;63,4717373;48,9234459;35,7894455;20,5101588;20,4;72,6704412;105,9504897;0
23-05-2007 17:38;3,5;64,4313752;49,997497;36,0943877;20,7387408;20,6;72,8633816;105,8656696;0
23-05-2007 19:38;3,5;67,1822627;51,7189362;36,4217503;20,4290599;20,4;73,4913306;106,2848055;0
23-05-2007 21:38;3,6;66,4601582;52,7791631;36,8963706;20,5456304;20,5;76,0657068;107,8804326;0
23-05-2007 23:38;3,6;66,9583606;53,3662948;37,1035578;20,6947477;20,3;77,818923;107,0318762;0
24-05-2007 1:38;3,6;66,2686438;56,1930179;37,8750465;20,607505;20,4;77,8151329;108,0894439;0
24-05-2007 3:38;3,7;67,287147;52,828105;38,3813641;20,2096167;20,1;77,5534587;108,0326308;0
24-05-2007 5:38;3,7;69,1574549;52,1385432;38,2254165;20,4848802;20,3;77,7698687;106,8585599;0
24-05-2007 7:38;3,8;70,4268453;50,9853584;37,6820382;20,6503828;20,5;75,5692691;104,2499276;0
24-05-2007 9:38;3,6;65,2030544;48,0631612;34,5837691;19,6773728;19,7;70,280383;103,3868072;0
24-05-2007 11:38;3,7;65,1925506;48,5929029;34,3962021;19,783174;19,6;70,456883;104,0501632;0
24-05-2007 13:38;3,7;65,1536813;48,032618;34,871197;19,6955707;19,6;70,5339606;105,1444603;0
24-05-2007 15:38;3,7;65,0995036;47,571097;35,5352692;19,5255624;19,5;70,5213633;106,0180819;0
24-05-2007 17:38;3,6;64,6852702;50,4718384;35,4852142;20,1403457;20,1;72,6083825;107,9670034;0
24-05-2007 19:38;3,6;68,5590622;51,6660029;37,5429515;20,4539831;20,5;77,3611826;105,9462859;0
24-05-2007 21:38;3,6;70,7660984;51,5095696;38,2219738;20,4237674;20,6;77,7562339;106,8212062;0
24-05-2007 23:38;3,5;70,4137458;50,6410029;37,9909967;20,4102323;21;75,5034679;106,5608342;0
25-05-2007 1:38;3,5;70,0601454;52,1961057;38,3880705;20,2168546;20,6;78,0874949;106,6761182;0
25-05-2007 3:38;3,6;70,7080381;53,2668326;37,8727884;20,2455899;20,5;78,0933338;105,6807747;0
25-05-2007 5:38;3,4;70,0167825;50,3602248;37,6460393;20,1777847;20,6;75,1759191;104,6529251;0
25-05-2007 7:38;3,3;68,9517838;47,7069798;38,3126098;20,4308001;20,5;73,1128373;105,8441007;0
25-05-2007 9:38;3,2;68,0649347;48,202154;38,0690858;19,8306645;19,7;72,2106994;106,0878934;0
25-05-2007 11:38;3,4;69,9362239;51,0801022;38,5751863;19,7892717;19,9;73,6004524;106,5719256;0
25-05-2007 13:38;3,4;69,7516992;50,5054788;39,8604922;20,45654;20,3;75,6930972;106,9633547;0
25-05-2007 15:38;3,4;71,1653646;51,1395738;40,2269348;20,522936;20,4;77,4985286;106,1598609;0
25-05-2007 17:38;3,5;69,8673611;50,8166046;39,2098039;20,4155911;20,6;77,5833614;108,5976281;0
25-05-2007 19:38;3,5;69,7315222;51,5494126;39,0797887;20,5843579;20,5;78,1995234;105,8473828;0
25-05-2007 21:38;3,4;69,4778581;52,2152419;39,264241;20,5868305;20,5;78,0517195;106,2793564;0
25-05-2007 23:38;3,4;69,6688811;53,6233523;39,2712119;20,7323828;20,5;78,4948452;105,7840536;0
26-05-2007 1:38;3,4;70,0200104;53,706096;38,6804542;20,8865561;20,5;75,4619707;103,9959605;0
26-05-2007 3:38;3,5;67,854699;54,7115527;38,3344436;20,6267276;20,6;75,3282416;106,8986255;0
26-05-2007 5:38;3,5;66,9602754;54,9646436;38,5228038;20,705422;20,5;76,4513235;108,0088771;0
26-05-2007 7:38;3,4;66,8616475;53,8530883;38,9236752;20,8810353;20,5;77,9497398;106,0048601;0
26-05-2007 9:38;3,2;68,1370445;53,1040722;38,7748888;20,6130318;20,5;78,0078442;105,5162998;0
26-05-2007 11:38;3,2;67,0467881;54,4857637;38,9800657;20,4386816;20,4;78,1192991;105,980639;0
26-05-2007 13:38;3,4;67,1428715;53,6637389;40,2107754;20,4241773;20,5;78,268218;106,442136;0
26-05-2007 15:38;3,4;67,0514426;53,5691004;40,4001165;20,4349687;20,4;78,238619;106,1345932;0
26-05-2007 17:38;3,5;67,2066795;55,5361933;39,4575508;20,4745456;20,6;78,5865996;105,662582;0
26-05-2007 19:38;3,6;67,2340413;54,9547764;39,9441838;20,5167357;20,4;78,4830158;106,0741001;0
26-05-2007 21:38;3,7;67,1336161;54,5203464;40,0274376;20,641536;20,5;78,3315854;106,1789944;0
26-05-2007 23:38;3,8;67,1119838;54,3056306;40,2240349;20,6010088;20,5;78,4877424;106,1511821;0
27-05-2007 1:38;4;67,1384615;55,2263861;39,4500034;20,5624374;20,4;78,5296186;106,0287424;0
27-05-2007 3:38;4,1;67,4315552;54,657523;39,9765408;20,5749946;20,5;78,4278389;106,37716;0
27-05-2007 5:38;4,2;66,4875188;54,1220487;40,0130759;20,5574999;20,4;78,4094583;105,8855123;0
27-05-2007 7:38;4,3;66,5030066;54,4156309;38,8503493;20,6924925;20,4;78,4901855;105,9886558;0
27-05-2007 9:38;4,3;67,0142533;52,6074324;38,5815804;20,6967134;20,5;77,0037847;104,3859571;0
27-05-2007 11:38;4,2;65,6799067;49,5685896;38,4602174;20,6744641;20,5;74,3053823;105,667157;0
27-05-2007 13:38;4,2;66,5297055;48,3782287;39,1184567;20,4385269;20,4;74,4342146;106,1312322;0
27-05-2007 15:38;4,2;66,4279863;48,9059769;39,3476318;20,1972312;20,4;74,0959682;106,6962811;0
27-05-2007 17:38;4,4;67,0999548;53,7627886;38,1607967;20,3359312;20,2;75,2481076;107,8334379;0
27-05-2007 19:38;4,4;68,1610202;53,1399035;38,1061468;20,3532969;20,3;77,3344842;106,6715545;0
27-05-2007 21:38;4,6;68,6604396;53,8010637;38,6155282;20,4270147;20,3;76,7765484;105,9013634;0
27-05-2007 23:38;4,6;66,8129644;53,8375313;37,982897;20,4295897;20,2;75,4531476;106,6424003;0
28-05-2007 1:38;4,3;68,3211223;55,005853;39,5514413;20,4753385;20,2;78,0762296;106,3924467;0
28-05-2007 3:38;4,5;68,1769483;55,8079853;39,479648;20,4589691;20,2;78,0319608;108,3694015;0
28-05-2007 5:38;4,5;68,1832582;57,9890027;39,6071099;21,6375438;21,4;75,2460747;107,2858956;0
28-05-2007 7:38;4,4;65,3649342;63,866305;39,2166013;20,4585446;20,3;76,7223666;109,3324048;0
28-05-2007 9:38;4,3;66,4456976;56,6231229;39,6807989;20,3799583;20,2;79,0446938;105,4667015;0
28-05-2007 11:38;4,2;67,5184036;55,0036171;40,5092126;20,0998037;20,2;78,7694856;103,4698308;0
28-05-2007 13:38;3,9;67,5987947;54,2652888;40,4838407;20,1304052;20,4;78,1834612;106,2775479;0
28-05-2007 15:38;3,8;66,3017073;54,6226263;40,1131681;20,1678936;20,2;78,0346302;106,7812334;0
28-05-2007 17:38;3,9;67,5107983;56,533503;39,7181555;20,1862354;20,2;78,0390118;106,0793366;0
28-05-2007 19:38;3,8;67,1767515;50,9357426;38,2449472;18,0248034;17,5;71,6444312;102,2023497;0
28-05-2007 21:38;4,3;66,6967842;49,7322452;37,1717848;16,4043961;16,2;68,9436047;106,1543352;0
28-05-2007 23:38;5,2;68,9093478;49,42021;36,9260125;16,4162745;16,2;69,6358682;106,5453471;0
29-05-2007 1:38;5,8;69,2705068;49,9783752;37,3668078;16,4038117;16,2;70,1808608;106,814606;0
29-05-2007 3:38;5,7;69,5475879;48,89925;37,9335489;17,6572559;17,7;70,6535962;105,8219644;0
29-05-2007 5:38;5,3;67,1451429;52,2019373;38,2635039;20,7329441;20,6;74,7420562;106,9517574;0
29-05-2007 7:38;5,3;67,6707338;54,636608;38,2880447;20,6795184;20,5;77,6189666;108,5468216;0
29-05-2007 9:38;5,2;67,1886344;54,381252;38,7872088;20,7597931;20,5;78,4456037;105,5417926;0
29-05-2007 11:38;4,9;67,4525619;54,9334514;40,7120801;20,5091771;20,6;78,2845205;105,8071523;0
29-05-2007 13:38;4,8;66,8749365;65,7961895;39,9549449;20,4923313;20,4;78,0614415;105,6570881;0
29-05-2007 15:38;4,8;67,7130004;54,3659253;40,4339586;20,4065664;20,4;77,8402355;107,384303;0
29-05-2007 17:38;4,3;67,8748389;54,8361373;40,3942084;20,4093572;20,5;77,930995;106,2159743;0
29-05-2007 19:38;3,8;68,0376154;54,6071499;40,0610635;20,5630062;20,4;77,938444;105,7424478;0
29-05-2007 21:38;3,6;68,1196731;54,6740389;40,1815316;20,4437256;20,5;77,9852182;106,3794423;0
29-05-2007 23:38;3,9;68,2865799;54,1894025;39,6210511;20,5291232;20,5;78,0301822;105,8877005;0
30-05-2007 1:38;4,1;68,2456581;55,0138678;40,4735189;20,4103023;20,5;78,1190126;105,9733469;0
30-05-2007 3:38;4,2;67,8263037;54,9619308;39,5125225;20,325894;20,4;77,6842276;105,814013;0
30-05-2007 5:38;4,3;66,6778078;52,9898089;38,4957433;20,4522729;20,6;77,0811137;105,4858325;0
30-05-2007 7:38;4,2;66,9532639;48,854368;38,6580363;20,4515603;20,5;74,5643009;104,4841752;0
30-05-2007 9:38;4,2;68,1794177;47,4900401;38,4463591;20,4291819;20,5;74,4333038;106,5684761;0
30-05-2007 11:38;3,7;66,8294629;47,6676626;37,2546718;20,5055389;20,4;73,4436066;106,397465;0
30-05-2007 13:38;3,9;66,3673504;50,8147188;38,3458733;20,4199455;20,5;74,3230778;107,7458695;0
30-05-2007 15:38;3,9;68,5799423;52,4911552;38,7953958;20,4097043;20,5;75,9921517;105,08049;0
30-05-2007 17:38;3,8;70,0296101;50,8477375;39,065021;20,4148874;20,6;74,386829;105,9176743;0
30-05-2007 19:38;3,5;67,8514173;51,7048145;38,7074939;20,5072019;20,5;73,5187934;107,0757579;0
30-05-2007 21:38;3,5;66,4240301;51,5763082;39,2923395;20,5271162;20,6;75,8077295;107,7389085;0
30-05-2007 23:38;4;67,1944352;52,1550494;39,2935114;20,3892276;20,4;78,5761434;106,4756391;0
31-05-2007 1:38;4,3;68,5950603;52,4079613;39,6142875;20,3983134;20,5;77,8736546;105,3286578;0
31-05-2007 3:38;4,4;68,764727;52,7408096;39,6780456;20,399761;20,6;77,6983758;105,1722941;0
31-05-2007 5:38;4,6;68,6425146;54,7210825;39,6057297;20,4981102;20,5;77,8777483;104,7363185;0
31-05-2007 7:38;4,7;68,3194631;54,6719849;39,3853339;20,4228128;20,5;78,043723;106,1865501;0
31-05-2007 9:38;4,8;67,8949233;52,5583399;39,7367893;20,3557697;20,6;78,1546557;108,4397047;0
31-05-2007 11:38;4,4;68,4097573;53,4189601;39,9140678;20,3879718;20,5;78,082164;106,2134981;0
31-05-2007 13:38;4,4;68,2309233;53,1032416;39,4931031;20,2740289;20,5;77,9457698;106,3407185;0
31-05-2007 15:38;4;67,4999547;52,5764201;39,640125;20,2867581;20,5;77,8897461;106,0098654;0
31-05-2007 17:38;3,7;69,0314266;51,9028583;39,0832783;20,3716118;20,5;76,5195143;103,8065711;0
31-05-2007 19:38;3,7;68,4130875;50,7560028;38,5124431;20,3304292;20,4;76,4874762;107,6876768;0
31-05-2007 21:38;3,8;68,4603259;51,988469;39,2931615;20,6249361;20,4;77,1083229;105,9179047;0
31-05-2007 23:38;4,2;67,6738159;52,3840278;38,8729425;20,4498945;20,5;77,8757515;106,4815162;0
01-06-2007 1:38;4,3;68,0893616;52,9362665;39,0914116;20,472587;20,4;77,8651504;105,628225;0
01-06-2007 3:38;4,5;68,1238368;51,2422458;38,8571002;20,5499827;20,5;77,6342074;106,0638691;0
01-06-2007 5:38;4,7;68,2362636;51,5301116;39,0463675;20,5262848;20,5;77,87126;105,7035421;0
01-06-2007 7:38;4,4;67,996118;52,5117725;38,2342061;20,4609614;20,5;78,0124816;106,1728788;0
01-06-2007 9:38;4;66,763186;52,0175421;38,3887403;20,3322511;20,4;77,8914344;106,1344554;0
01-06-2007 11:38;3,9;67,2591168;52,045424;38,4403221;20,2913236;20,5;78,1028769;106,1571556;0
01-06-2007 13:38;3,9;67,0756376;51,5715874;39,0404641;20,2904583;20,6;78,1358112;106,0926406;0
01-06-2007 15:38;3,9;67,2263058;52,2225932;37,9819918;20,3069715;20,5;78,1959301;106,0638557;0
01-06-2007 17:38;4;67,7531472;52,2837999;38,1778689;20,3481571;20,6;78,1440696;105,7620251;0
01-06-2007 19:38;4;68,1316114;52,09968;38,0849608;20,3719621;20,6;78,2326222;106,1993841;0
01-06-2007 21:38;4,2;68,4464931;53,7450671;39,1088135;20,5238509;20,4;78,0841362;106,6571129;0
01-06-2007 23:38;4,4;67,5209376;53,6793171;38,8152;20,4941861;20,6;78,0287135;106,1345065;0
02-06-2007 1:38;4,5;67,4258392;52,6916036;38,8359864;20,4173424;20,6;78,2118995;107,5845984;0
02-06-2007 3:38;4,6;67,459422;52,7943816;39,3805825;20,563457;20,4;78,0927517;105,8861816;0
02-06-2007 5:38;4,6;67,8422;53,0183175;39,8296439;20,5379322;20,6;78,0754753;106,2442796;0
02-06-2007 7:38;4,4;66,9114636;49,5560741;38,6098974;20,6360215;20,7;75,4100077;103,8859316;0
02-06-2007 9:38;4,3;67,1033092;47,8387609;38,3685391;20,4819717;20,5;73,3405154;105,4205548;0
02-06-2007 11:38;4,4;69,4740168;47,8453383;39,2119906;20,4642649;20,4;75,2833966;106,5074681;0
02-06-2007 13:38;4,2;71,6285147;49,0544349;40,3930536;20,3210016;20,6;75,0972561;106,1907874;0
02-06-2007 15:38;4,5;70,2834966;50,3795643;39,016157;20,232166;20,5;74,7073109;106,2111883;0
02-06-2007 17:38;4,5;67,7033922;52,5413876;38,306706;20,2963533;20,5;77,5413813;108,2579789;0
02-06-2007 19:38;4,6;67,6089622;52,8599914;38,5071057;20,4702719;20,5;77,9420038;106,2088992;0
02-06-2007 21:38;4,7;69,228064;53,1106389;39,2352789;20,5237656;20,5;78,1321471;105,8958011;0
02-06-2007 23:38;5;69,4363632;52,8034007;38,6707605;20,5069942;20,5;78,2375194;105,8210457;0
03-06-2007 1:38;5;68,2982861;53,390118;38,1159674;20,4645428;20,5;78,2375952;106,1132017;0
03-06-2007 3:38;5,1;67,9647661;53,2004987;37,8797428;20,5283641;20,5;78,2054462;106,0349393;0
03-06-2007 5:38;5,3;67,8414942;53,0074406;38,1097653;20,4903369;20,5;78,1861781;106,0474804;0
03-06-2007 7:38;5,6;67,7579675;51,4852581;37,8395247;20,516452;20,5;78,0601299;106,442519;0
03-06-2007 9:38;5,9;68,2766687;52,566898;37,8397005;20,8161379;20,6;76,7984813;104,7449261;0
03-06-2007 11:38;5,8;69,4040708;50,4047826;37,6304303;20,5585847;20,6;74,3157151;104,8061879;0
03-06-2007 13:38;5,6;69,0792114;50,4120305;38,1206662;20,378466;20,3;74,5743191;106,0181695;0
03-06-2007 15:38;5,4;67,5735425;50,9134675;37,9027938;20,5882261;20,5;76,0089395;107,8838334;0
03-06-2007 17:38;4,9;67,9809327;51,0577742;37,2217796;20,4426904;20,1;75,0754113;104,9362015;0
03-06-2007 19:38;5,3;66,9327478;49,9241318;36,8604583;20,3728343;20,7;73,2234919;104,3201936;0
03-06-2007 21:38;5,4;67,7891757;47,8343835;38,0072905;20,4071866;20,5;73,285076;106,130922;0
03-06-2007 23:38;5,2;68,2704217;49,563891;37,5294;20,2093677;20,1;74,0877123;107,0037468;0
04-06-2007 1:38;5,2;71,9337311;51,6653649;38,9492361;20,1137637;20,2;75,3021336;105,699161;0
04-06-2007 3:38;5,1;71,4258026;50,9882929;38,2529548;20,5459974;20,8;74,8585811;105,800351;0
04-06-2007 5:38;5,1;69,9096316;50,5504764;37,6460595;20,9267741;20,9;74,8710127;105,9042929;0
04-06-2007 7:38;5;70,289999;50,2651288;37,4464232;20,6941933;20,6;74,4734665;106,1204946;0
04-06-2007 9:38;4,7;69,8964873;49,465665;37,7597418;20,5409399;20,5;73,7587007;106,1010391;0
04-06-2007 11:38;4,5;68,8341013;49,7448985;37,5537121;20,5010383;20,4;73,7572082;107,825668;0
04-06-2007 13:38;4,9;67,5980477;50,7049761;39,2382487;20,3995694;20,3;74,7427579;108,9693862;0
04-06-2007 15:38;4,8;69,161741;51,4460615;40,3544552;20,5067611;20,4;75,5548763;107,8674444;0
04-06-2007 17:38;4,6;68,3394167;51,4384195;39,7808564;20,3489646;20,4;75,5503428;108,4655595;0
04-06-2007 19:38;4,2;68,8017878;52,0605154;39,9279024;20,4510302;20,5;75,2646533;107,8908248;0
04-06-2007 21:38;4,1;69,6174166;52,436408;39,692404;20,4247272;20,6;76,9080224;109,6094835;0
04-06-2007 23:38;4,5;69,6607983;52,7888498;39,7647812;20,3727605;20,4;77,2504531;107,9314571;0
05-06-2007 1:38;4,9;71,037929;53,0272271;39,7606294;20,5908616;20,5;77,4746161;107,0432469;0
05-06-2007 3:38;5,1;71,4146445;51,205911;39,6336178;20,573205;20,6;74,5888364;108,9279827;0
05-06-2007 5:38;5,1;70,3327689;51,6821271;38,7383418;20,571778;20,5;76,0684062;108,7751466;0
05-06-2007 7:38;5,1;70,3964336;51,4299479;38,420401;20,4370723;20,5;74,3350999;106,8968805;0
05-06-2007 9:38;4,3;67,4521755;46,4483963;38,7016599;20,5078153;20,4;72,1556291;108,4230268;0
05-06-2007 11:38;4,3;68,2233196;50,3028241;38,8688844;20,4668932;20,7;73,4090273;107,380975;0
05-06-2007 13:38;4,4;69,0914203;50,3679741;39,3305348;20,3155403;20,6;73,2050123;107,9827342;0
05-06-2007 15:38;4,4;68,417962;52,2223345;38,5665592;20,3587619;20,4;76,6157434;110,5283027;0
05-06-2007 17:38;4,3;69,7074441;52,4742755;39,8195066;20,4473937;20,4;77,3369509;107,9984821;0
05-06-2007 19:38;4,1;69,2276846;53,7851573;40,1780222;20,5146436;20,5;77,3573021;108,4662283;0
05-06-2007 21:38;4;68,58824;54,1494301;39,5894843;20,569612;20,5;77,7583379;107,6400712;0
05-06-2007 23:38;4,3;68,4888039;53,6447685;39,6351566;20,5880862;20,5;77,9104031;108,1935;0
06-06-2007 1:38;4,5;68,4285686;53,3112937;40,0752873;20,6667537;20,5;77,9227166;107,9924887;0
06-06-2007 3:38;4,6;67,5728578;53,1777008;39,4875256;20,7815037;20,6;77,91793;108,3777133;0
06-06-2007 5:38;4,6;67,1955505;53,9325194;39,7602421;20,506459;20,5;78,0352365;108,3383429;0
06-06-2007 7:38;4,6;67,7603889;54,0145522;40,6033211;20,732954;20,5;78,016895;107,5769934;0
06-06-2007 9:38;4,3;68,839356;53,7503673;41,2130157;20,6308198;20,5;78,3503843;107,7736936;0
06-06-2007 11:38;4,1;69,2166929;53,073633;41,705546;20,3736641;20,3;78,6267266;107,9647592;0
06-06-2007 13:38;4;68,574944;53,1782982;42,0600083;20,3760313;20,3;78,4099031;108,3059608;0
06-06-2007 15:38;3,8;68,2705178;53,4616752;41,7003314;20,5271689;20,5;78,1915709;108,1075045;0
06-06-2007 17:38;3,6;68,2714821;52,9871594;41,4856162;20,4384416;20,4;78,2495827;107,6988332;0
06-06-2007 19:38;3,6;66,61115;50,2482871;41,2620886;20,5795322;20,5;75,2139779;105,3411584;0
06-06-2007 21:38;3,6;64,1786213;48,5733416;39,6381002;20,4961152;20,6;72,6556097;107,6651157;0
06-06-2007 23:38;3,9;64,8143994;47,5843641;40,0423476;20,6373981;20,6;73,1519924;108,190824;0
07-06-2007 1:38;4,3;65,2591708;49,540295;39,9663444;20,4933824;20,5;74,0199488;110,1324596;0
07-06-2007 3:38;4,5;66,3004751;53,1198005;39,9638271;20,2285638;20,2;77,7364037;109,6317018;0
07-06-2007 5:38;4,3;67,6396481;52,8869933;40,8922175;20,2674057;20,3;78,5695092;107,7120658;0
07-06-2007 7:38;4,3;68,6912053;52,4958247;42,0840635;20,2372431;20,2;78,033772;107,7861271;0
07-06-2007 9:38;4,3;67,583839;52,3817808;40,5995412;20,158406;20,2;77,5434307;106,962069;0
07-06-2007 11:38;4,3;67,2108118;50,5073695;40,1213079;20,5117017;20,4;75,0829457;106,3000126;0
07-06-2007 13:38;4,6;66,1515037;47,5897165;39,1998603;20,5375512;20,6;74,1897142;108,0835076;0
07-06-2007 15:38;5,4;65,7482988;47,5178601;38,3023062;20,4487126;20,5;74,2822292;108,288944;0
07-06-2007 17:38;5,4;65,7125226;47,3240097;37,6625433;20,3349716;20,5;74,3372782;108,0577521;0
07-06-2007 19:38;5,3;65,5247676;47,8512731;38,611817;20,4796739;20,6;74,4264597;108,1421523;0
07-06-2007 21:38;4,8;65,8381805;48,2216315;38,1346146;20,5104762;20,5;74,4346949;108,2998797;0
07-06-2007 23:38;4,6;65,8887992;48,7923887;38,0786365;20,4663652;20,4;74,5564902;108,3717254;0
08-06-2007 1:38;4,7;65,9008842;48,2659765;37,7102449;20,6385418;20,6;74,1804006;108,241548;0
08-06-2007 3:38;5;65,7842157;47,8957667;37,2017136;20,6436488;20,5;74,0043501;107,9632678;0
08-06-2007 5:38;5;65,6076306;47,7756646;36,6002251;20,7875291;20,5;73,802976;108,0973415;0
08-06-2007 7:38;5;65,4838191;47,7418023;36,7463432;20,6229783;20,5;73,7104249;108,2944257;0
08-06-2007 9:38;4,6;65,7097736;48,5359661;38,0533792;20,7585552;20,6;74,1769388;108,2592663;0
08-06-2007 11:38;4,5;66,0532861;48,8979503;38,7709822;20,6454559;20,7;74,7818206;108,7894423;0
08-06-2007 13:38;4,3;66,122823;52,4144101;39,0596364;20,6492908;20,3;76,1819381;108,3934478;0
08-06-2007 15:38;4,3;66,6792542;52,2919139;40,222613;20,4724836;20,6;78,0874314;109,6364489;0
08-06-2007 17:38;4,3;68,3188115;51,9569168;40,8830129;20,4044794;20,6;78,5564053;108,3128715;0
08-06-2007 19:38;4,5;68,7648271;53,1039686;40,7117335;20,1547215;20,1;78,0281513;107,5400317;0
08-06-2007 21:38;4,5;68,7489707;52,7102705;41,5266442;20,2292457;20;78,1630824;108,3927393;0
08-06-2007 23:38;4,5;67,6539395;52,4369176;41,8362041;20,0385135;20,1;78,3366224;107,998318;0
09-06-2007 1:38;4,6;66,0064917;49,3791408;41,568622;19,2762206;18,9;73,5571247;105,7361289;0
09-06-2007 3:38;4,7;67,2281031;48,1203682;41,6410744;17,7296564;17,6;71,7289403;108,3982234;0
09-06-2007 5:38;4,8;67,5544595;48,1679076;42,519449;17,59754;17,6;72,7734248;108,266659;0
09-06-2007 7:38;4,7;69,5984445;47,2556157;42,8316439;19,0624383;19,3;74,1021281;107,8733796;0
09-06-2007 9:38;4,9;66,7912567;50,0942632;41,4567783;20,3188829;20,5;74,732849;108,4323591;0
09-06-2007 11:38;4,8;67,490494;51,0305811;42,0156312;20,3192406;20,5;76,4383524;108,0216001;0
09-06-2007 13:38;4,8;67,2003;49,8629981;42,3457003;20,1782542;20,4;77,0591018;108,0137404;0
09-06-2007 15:38;4,9;66,7355064;50,455594;42,0087726;20,1361533;20,3;76,6202664;108,4861923;0
09-06-2007 17:38;4,9;67,7206394;51,8030473;42,4586773;20,0597952;20,1;75,4246708;108,2168014;0
09-06-2007 19:38;4,7;67,0066328;46,2983279;42,4455142;19,9755424;20,1;73,4450713;107,8627446;0
09-06-2007 21:38;4,9;66,9763857;46,1826894;41,6946755;20,4283025;20,5;73,6037207;108,1245507;0
09-06-2007 23:38;4,8;65,4008959;47,8174934;40,5626833;20,7060331;20,6;73,6164265;107,7343725;0
10-06-2007 1:38;4,9;67,0294286;48,6849595;41,562212;20,7646123;20,5;75,634379;108,0236581;0
10-06-2007 3:38;4,7;68,0431859;49,2117802;40,7983746;20,6631874;20,6;73,971428;107,8964683;0
